date,region,product,sales,profit
2024-08-02,인천,A,811,184
2024-01-07,인천,D,942,166
2024-01-21,부산,A,451,130
2024-04-26,인천,D,414,26
2024-04-12,대구,C,832,192
2024-06-05,인천,B,348,53
2024-07-18,부산,C,326,193
2024-07-25,인천,B,265,14
2024-02-27,서울,C,851,84
2024-11-12,서울,C,244,73
2024-11-20,부산,A,731,78
2024-10-24,부산,A,811,30
2024-04-14,인천,B,464,40
2024-03-22,인천,D,551,17
2024-07-30,서울,C,341,113
2024-09-19,부산,B,353,82
2024-06-20,서울,A,417,88
2024-11-08,인천,C,928,111
2024-02-25,광주,C,721,169
2024-10-01,인천,D,782,67
2024-06-12,대구,B,965,143
2024-09-26,대구,B,382,117
2024-03-08,광주,C,383,28
2024-09-16,대구,D,356,144
2024-09-16,부산,A,362,165
2024-01-27,인천,A,851,59
2024-01-16,대구,C,550,149
2024-11-09,부산,D,677,41
2024-11-13,광주,D,462,51
2024-03-24,대구,C,100,149
2024-03-10,인천,B,396,72
2024-08-29,인천,B,845,193
2024-02-28,부산,B,187,74
2024-02-18,서울,C,694,51
2024-02-03,인천,C,955,125
2024-12-04,인천,A,922,151
2024-10-19,부산,A,815,78
2024-08-24,대구,B,585,159
2024-03-23,서울,C,551,13
2024-02-13,대구,C,391,165
2024-06-09,광주,C,205,87
2024-04-19,부산,C,389,22
2024-06-22,서울,B,569,130
2024-12-12,인천,D,918,110
2024-08-29,부산,C,734,30
2024-11-29,인천,B,894,27
2024-03-23,부산,D,988,11
2024-07-10,서울,B,182,104
2024-08-10,대구,D,791,175
2024-11-12,광주,A,219,83
2024-08-25,광주,A,632,180
2024-06-24,부산,D,562,143
2024-11-19,부산,D,329,91
2024-03-15,부산,D,930,109
2024-08-19,부산,C,600,29
2024-10-16,서울,A,204,26
2024-06-18,광주,C,393,138
2024-02-23,인천,A,399,181
2024-10-30,부산,A,779,22
2024-04-03,서울,A,540,62
2024-06-28,대구,A,866,76
2024-08-10,광주,D,128,17
2024-08-26,광주,D,591,111
2024-07-04,부산,A,601,97
2024-04-06,서울,C,197,48
2024-05-06,대구,C,736,160
2024-12-27,서울,D,408,172
2024-10-16,부산,C,943,153
2024-09-02,광주,C,347,18
2024-10-04,광주,A,749,90
2024-05-16,서울,C,746,199
2024-06-27,대구,B,837,39
2024-02-22,광주,B,887,33
2024-10-08,광주,A,324,87
2024-08-11,광주,B,732,65
2024-06-16,인천,C,334,112
2024-11-11,부산,A,268,68
2024-08-16,인천,C,307,94
2024-04-13,인천,B,155,26
2024-04-10,광주,B,235,62
2024-10-20,서울,D,886,95
2024-02-22,인천,D,225,169
2024-12-06,인천,D,614,189
2024-09-03,대구,B,106,17
2024-06-28,인천,C,747,119
2024-05-03,서울,C,113,16
2024-07-09,부산,A,185,103
2024-01-13,대구,B,189,193
2024-02-25,부산,A,886,131
2024-01-03,인천,C,812,187
2024-08-26,대구,D,436,16
2024-12-02,광주,B,578,24
2024-09-07,인천,A,451,50
2024-12-04,부산,B,503,97
2024-10-02,광주,B,745,158
2024-12-01,광주,B,738,88
2024-02-10,대구,A,327,199
2024-05-18,서울,D,568,165
2024-11-20,부산,C,994,16
2024-07-05,인천,D,717,184
2024-07-11,광주,B,928,100
2024-12-14,대구,B,880,74
2024-07-31,인천,C,703,179
2024-10-03,인천,A,395,40
2024-09-18,광주,C,666,181
2024-09-22,대구,A,679,122
2024-12-31,대구,B,510,44
2024-12-19,부산,D,456,48
2024-09-27,광주,B,388,122
2024-07-04,서울,B,634,197
2024-11-04,부산,A,955,76
2024-11-27,부산,C,318,120
2024-02-18,서울,A,490,57
2024-03-01,대구,C,869,128
2024-01-27,대구,A,305,196
2024-09-20,부산,C,805,126
2024-08-11,광주,A,443,150
2024-06-25,부산,D,929,149
2024-10-15,인천,A,812,109
2024-09-11,광주,D,391,191
2024-09-07,부산,D,216,60
2024-03-13,대구,A,394,31
2024-01-23,부산,C,404,160
2024-03-02,부산,A,744,14
2024-10-22,광주,B,522,62
2024-01-20,서울,C,578,128
2024-12-02,광주,C,706,42
